Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type_Category,Screen_Time_Category,weekday_flag,Usage_Balance_Category,Health_Risk_Level,Educational_Time_hr,Recreational_Time_hr,Educational_Time_Actual,Recreational_Time_Actual
11,Female,4.04,Laptop,True,0.38,Anxiety,Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1124637681159422,2.9275362318840576,1 hr 7 min,2 hr 56 min
9,Male,0.51,TV,False,0.54,No Health Impact,Urban,Child,Other,Low,weekday,Balanced,Moderate Risk,0.17883116883116884,0.33116883116883117,0 hr 11 min,0 hr 20 min
16,Male,4.93,TV,True,0.44,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Teen,Other,High,weekend,Mostly Recreational,High Risk,1.506388888888889,3.4236111111111107,1 hr 30 min,3 hr 25 min
16,Female,4.45,Laptop,True,0.48,No Health Impact,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4432432432432434,3.006756756756757,1 hr 27 min,3 hr 0 min
13,Female,3.91,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.992089552238806,2.9179104477611943,0 hr 60 min,2 hr 55 min
18,Female,4.61,Smartphone,True,0.41,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3404964539007094,3.269503546099291,1 hr 20 min,3 hr 16 min
13,Female,5.72,TV,True,0.39,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.604892086330935,4.115107913669065,1 hr 36 min,4 hr 7 min
15,Female,5.54,Laptop,True,0.36,"Eye Strain, Anxiety",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4664705882352942,4.073529411764706,1 hr 28 min,4 hr 4 min
13,Male,3.05,Laptop,True,0.42,Eye Strain,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.902112676056338,2.147887323943662,0 hr 54 min,2 hr 9 min
8,Female,0.8,Tablet,False,0.53,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.27712418300653596,0.5228758169934641,0 hr 17 min,0 hr 31 min
11,Female,6.28,Smartphone,True,0.35,Obesity Risk,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.628148148148148,4.651851851851852,1 hr 38 min,4 hr 39 min
14,Female,4.25,Smartphone,True,0.46,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.339041095890411,2.910958904109589,1 hr 20 min,2 hr 55 min
9,Female,2.39,Smartphone,True,0.41,No Health Impact,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6949645390070922,1.695035460992908,0 hr 42 min,1 hr 42 min
16,Female,5.12,Smartphone,True,0.48,No Health Impact,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6605405405405405,3.4594594594594597,1 hr 40 min,3 hr 28 min
15,Male,5.22,Smartphone,True,0.49,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.7166442953020133,3.503355704697986,1 hr 43 min,3 hr 30 min
15,Female,4.32,Smartphone,True,0.4,Poor Sleep,Rural,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.2342857142857144,3.085714285714286,1 hr 14 min,3 hr 5 min
14,Male,4.29,TV,True,0.31,Obesity Risk,Urban,Teen,Other,High,weekday,Mostly Recreational,Moderate Risk,1.0151908396946565,3.2748091603053435,1 hr 1 min,3 hr 16 min
11,Female,3.82,TV,True,0.45,Poor Sleep,Urban,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1855172413793102,2.6344827586206896,1 hr 11 min,2 hr 38 min
9,Male,7.97,TV,True,0.58,Poor Sleep,Urban,Child,Other,Very High,weekend,Balanced,Moderate Risk,2.925696202531645,5.044303797468355,2 hr 56 min,5 hr 3 min
10,Male,5.16,Smartphone,True,0.51,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Balanced,High Risk,1.7427814569536424,3.4172185430463577,1 hr 45 min,3 hr 25 min
13,Male,4.73,Smartphone,True,0.39,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3271223021582734,3.402877697841727,1 hr 20 min,3 hr 24 min
12,Male,4.91,Smartphone,True,0.43,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4764335664335664,3.4335664335664338,1 hr 29 min,3 hr 26 min
15,Female,4.24,Smartphone,True,0.43,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.2749650349650352,2.965034965034965,1 hr 16 min,2 hr 58 min
13,Female,2.97,Smartphone,False,0.42,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8784507042253522,2.091549295774648,0 hr 53 min,2 hr 5 min
13,Female,3.83,Laptop,True,0.49,Anxiety,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.259530201342282,2.570469798657718,1 hr 16 min,2 hr 34 min
8,Male,0.71,TV,False,0.54,No Health Impact,Urban,Child,Other,Low,weekday,Balanced,Moderate Risk,0.24896103896103897,0.461038961038961,0 hr 15 min,0 hr 28 min
11,Female,4.87,Laptop,True,0.42,Eye Strain,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4404225352112676,3.4295774647887325,1 hr 26 min,3 hr 26 min
12,Male,4.53,Laptop,True,0.44,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3841666666666668,3.1458333333333335,1 hr 23 min,3 hr 9 min
18,Female,4.96,TV,True,0.46,Poor Sleep,Rural,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.5627397260273974,3.3972602739726026,1 hr 34 min,3 hr 24 min
10,Male,5.83,TV,True,0.57,"Eye Strain, Anxiety, Obesity Risk",Urban,Pre-Teen,Other,High,weekend,Balanced,High Risk,2.1166242038216563,3.713375796178344,2 hr 7 min,3 hr 43 min
16,Male,4.47,Laptop,True,0.36,No Health Impact,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.183235294117647,3.286764705882353,1 hr 11 min,3 hr 17 min
8,Female,2.47,TV,True,0.44,No Health Impact,Urban,Child,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7547222222222223,1.715277777777778,0 hr 45 min,1 hr 43 min
13,Female,4.95,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.1713740458015267,3.7786259541984735,1 hr 10 min,3 hr 47 min
13,Female,6.26,TV,True,0.41,"Poor Sleep, Anxiety",Urban,Pre-Teen,Other,Very High,weekend,Mostly Recreational,High Risk,1.8202836879432625,4.439716312056738,1 hr 49 min,4 hr 26 min
17,Female,2.87,Smartphone,False,0.44,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8769444444444445,1.9930555555555556,0 hr 53 min,1 hr 60 min
12,Male,5.59,Tablet,True,0.47,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.787278911564626,3.8027210884353737,1 hr 47 min,3 hr 48 min
12,Male,5.46,Smartphone,True,0.32,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3236363636363637,4.136363636363637,1 hr 19 min,4 hr 8 min
17,Male,5.97,Smartphone,True,0.45,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.8527586206896554,4.117241379310345,1 hr 51 min,4 hr 7 min
12,Male,6.06,Laptop,True,0.47,"Poor Sleep, Eye Strain",Rural,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.9375510204081632,4.122448979591836,1 hr 56 min,4 hr 7 min
13,Male,3.7,TV,True,0.38,Eye Strain,Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0188405797101452,2.681159420289855,1 hr 1 min,2 hr 41 min
15,Male,6.73,Laptop,True,0.4,Anxiety,Rural,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.922857142857143,4.807142857142857,1 hr 55 min,4 hr 48 min
9,Female,0.29,Smartphone,False,0.43,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.0872027972027972,0.20279720279720279,0 hr 5 min,0 hr 12 min
13,Female,4.23,Laptop,True,0.34,Poor Sleep,Rural,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0732835820895523,3.156716417910448,1 hr 4 min,3 hr 9 min
8,Female,6.17,TV,True,0.46,Poor Sleep,Rural,Child,Other,Very High,weekend,Mostly Recreational,Moderate Risk,1.9439726027397262,4.226027397260274,1 hr 57 min,4 hr 14 min
11,Female,4.97,Smartphone,True,0.33,Poor Sleep,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.233157894736842,3.7368421052631575,1 hr 14 min,3 hr 44 min
17,Male,3.89,Laptop,True,0.31,Anxiety,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9205343511450381,2.9694656488549622,0 hr 55 min,2 hr 58 min
10,Male,6.65,Smartphone,True,0.43,No Health Impact,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.99965034965035,4.65034965034965,1 hr 60 min,4 hr 39 min
16,Female,3.08,Smartphone,True,0.47,"Poor Sleep, Anxiety",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9847619047619047,2.0952380952380953,0 hr 59 min,2 hr 6 min
10,Male,1.63,Smartphone,False,0.58,No Health Impact,Urban,Pre-Teen,Portable,Low,weekday,Balanced,Moderate Risk,0.5983544303797468,1.0316455696202531,0 hr 36 min,1 hr 2 min
13,Female,3.2,Smartphone,True,0.48,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.037837837837838,2.1621621621621623,1 hr 2 min,2 hr 10 min
8,Male,1.38,Smartphone,False,0.55,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.4896774193548387,0.8903225806451611,0 hr 29 min,0 hr 53 min
13,Female,4.61,Smartphone,True,0.41,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3404964539007094,3.269503546099291,1 hr 20 min,3 hr 16 min
11,Male,5.6,Smartphone,True,0.45,Anxiety,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.7379310344827588,3.862068965517241,1 hr 44 min,3 hr 52 min
15,Female,5.98,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.517313432835821,4.462686567164179,1 hr 31 min,4 hr 28 min
18,Female,5.2,Smartphone,True,0.36,"Eye Strain, Anxiety",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3764705882352941,3.823529411764706,1 hr 23 min,3 hr 49 min
16,Female,4.83,Smartphone,True,0.35,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2522222222222221,3.577777777777778,1 hr 15 min,3 hr 35 min
11,Female,3.76,Smartphone,True,0.31,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.8897709923664121,2.8702290076335877,0 hr 53 min,2 hr 52 min
17,Male,7.36,Smartphone,True,0.33,No Health Impact,Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8261654135338348,5.533834586466165,1 hr 50 min,5 hr 32 min
17,Female,4.5,Smartphone,True,0.39,Anxiety,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2625899280575539,3.2374100719424463,1 hr 16 min,3 hr 14 min
13,Female,3.17,Laptop,True,0.36,Eye Strain,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8391176470588236,2.330882352941176,0 hr 50 min,2 hr 20 min
8,Female,1.46,Smartphone,False,0.53,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.5057516339869281,0.9542483660130718,0 hr 30 min,0 hr 57 min
11,Male,4.67,Smartphone,True,0.39,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3102877697841726,3.3597122302158273,1 hr 19 min,3 hr 22 min
14,Male,2.85,TV,False,0.37,No Health Impact,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7697080291970803,2.0802919708029197,0 hr 46 min,2 hr 5 min
8,Female,6.23,Smartphone,True,0.45,Poor Sleep,Rural,Child,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.933448275862069,4.296551724137931,1 hr 56 min,4 hr 18 min
15,Female,6.34,Smartphone,True,0.4,No Health Impact,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8114285714285716,4.5285714285714285,1 hr 49 min,4 hr 32 min
17,Male,4.72,Smartphone,True,0.45,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4648275862068967,3.255172413793103,1 hr 28 min,3 hr 15 min
18,Male,6.29,Smartphone,True,0.31,"Poor Sleep, Anxiety, Obesity Risk",Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.488473282442748,4.801526717557252,1 hr 29 min,4 hr 48 min
13,Male,2.75,Smartphone,False,0.3,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6346153846153846,2.1153846153846154,0 hr 38 min,2 hr 7 min
12,Male,3.45,Smartphone,True,0.45,Anxiety,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0706896551724139,2.3793103448275863,1 hr 4 min,2 hr 23 min
17,Female,4.82,Smartphone,True,0.4,Eye Strain,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3771428571428574,3.442857142857143,1 hr 23 min,3 hr 27 min
18,Male,2.64,Laptop,False,0.41,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7676595744680852,1.872340425531915,0 hr 46 min,1 hr 52 min
16,Male,4.4,Laptop,True,0.4,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2571428571428573,3.1428571428571432,1 hr 15 min,3 hr 9 min
9,Female,4.17,Smartphone,True,0.48,Poor Sleep,Rural,Child,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.3524324324324324,2.8175675675675675,1 hr 21 min,2 hr 49 min
12,Male,3.52,Smartphone,True,0.31,Eye Strain,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8329770992366411,2.687022900763359,0 hr 50 min,2 hr 41 min
13,Female,4.39,Smartphone,True,0.43,Obesity Risk,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3200699300699301,3.0699300699300696,1 hr 19 min,3 hr 4 min
14,Female,4.35,Smartphone,True,0.46,"Poor Sleep, Anxiety",Urban,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.3705479452054794,2.9794520547945202,1 hr 22 min,2 hr 59 min
12,Male,5.6,TV,True,0.42,Poor Sleep,Rural,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.656338028169014,3.9436619718309855,1 hr 39 min,3 hr 57 min
16,Male,4.81,Laptop,True,0.31,Obesity Risk,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.1382442748091601,3.6717557251908395,1 hr 8 min,3 hr 40 min
8,Female,7.27,Smartphone,True,0.57,Anxiety,Rural,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.6394267515923566,4.630573248407643,2 hr 38 min,4 hr 38 min
14,Female,3.7,Laptop,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.0943661971830987,2.6056338028169015,1 hr 6 min,2 hr 36 min
17,Male,4.74,Laptop,True,0.32,Poor Sleep,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.1490909090909092,3.590909090909091,1 hr 9 min,3 hr 35 min
14,Female,4.87,Smartphone,True,0.38,"Poor Sleep, Anxiety",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3410144927536234,3.528985507246377,1 hr 20 min,3 hr 32 min
11,Male,4.03,Laptop,True,0.32,Poor Sleep,Rural,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,0.9769696969696969,3.053030303030303,0 hr 59 min,3 hr 3 min
16,Female,3.76,TV,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,1.1668965517241379,2.593103448275862,1 hr 10 min,2 hr 36 min
18,Female,4.65,Smartphone,True,0.35,Poor Sleep,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2055555555555555,3.4444444444444446,1 hr 12 min,3 hr 27 min
12,Female,3.4,Laptop,True,0.4,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9714285714285715,2.4285714285714284,0 hr 58 min,2 hr 26 min
11,Female,5.13,Smartphone,True,0.35,Eye Strain,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3299999999999998,3.8,1 hr 20 min,3 hr 48 min
14,Female,4.2,Smartphone,True,0.39,No Health Impact,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1784172661870504,3.0215827338129495,1 hr 11 min,3 hr 1 min
11,Female,2.55,Laptop,False,0.44,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7791666666666666,1.7708333333333333,0 hr 47 min,1 hr 46 min
10,Male,0.36,Smartphone,False,0.5,No Health Impact,Rural,Pre-Teen,Portable,Low,weekday,Balanced,Moderate Risk,0.12,0.24,0 hr 7 min,0 hr 14 min
16,Male,4.63,TV,True,0.39,"Poor Sleep, Anxiety",Rural,Teen,Other,High,weekend,Mostly Recreational,High Risk,1.2990647482014388,3.330935251798561,1 hr 18 min,3 hr 20 min
18,Male,5.81,Laptop,True,0.36,Eye Strain,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5379411764705881,4.272058823529411,1 hr 32 min,4 hr 16 min
15,Male,5.01,Smartphone,True,0.32,"Anxiety, Obesity Risk",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2145454545454544,3.7954545454545454,1 hr 13 min,3 hr 48 min
8,Female,7.83,Smartphone,True,0.55,"Poor Sleep, Anxiety",Urban,Child,Portable,Very High,weekend,Balanced,High Risk,2.778387096774194,5.051612903225806,2 hr 47 min,5 hr 3 min
14,Female,4.51,Laptop,True,0.47,Eye Strain,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4419727891156462,3.0680272108843534,1 hr 27 min,3 hr 4 min
16,Female,6.65,Smartphone,True,0.43,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.99965034965035,4.65034965034965,1 hr 60 min,4 hr 39 min
15,Female,5.35,Smartphone,True,0.32,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2969696969696969,4.053030303030303,1 hr 18 min,4 hr 3 min
15,Male,3.01,Laptop,True,0.44,Poor Sleep,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9197222222222222,2.0902777777777777,0 hr 55 min,2 hr 5 min
13,Male,4.95,Laptop,True,0.35,Eye Strain,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2833333333333332,3.666666666666667,1 hr 17 min,3 hr 40 min
18,Female,5.31,Laptop,True,0.45,Obesity Risk,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6479310344827587,3.662068965517241,1 hr 39 min,3 hr 40 min
11,Male,5.46,Smartphone,True,0.47,No Health Impact,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.7457142857142856,3.7142857142857144,1 hr 45 min,3 hr 43 min
15,Female,4.93,TV,True,0.47,Poor Sleep,Rural,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.5762585034013605,3.353741496598639,1 hr 35 min,3 hr 21 min
10,Female,5.01,TV,True,0.53,No Health Impact,Urban,Pre-Teen,Other,High,weekend,Balanced,Moderate Risk,1.7354901960784312,3.2745098039215685,1 hr 44 min,3 hr 16 min
16,Female,4.22,Smartphone,True,0.33,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0470676691729324,3.1729323308270674,1 hr 3 min,3 hr 10 min
9,Male,4.18,Smartphone,True,0.49,Poor Sleep,Urban,Child,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.3746308724832215,2.8053691275167782,1 hr 22 min,2 hr 48 min
9,Male,1.84,TV,False,0.42,No Health Impact,Rural,Child,Other,Low,weekday,Mostly Recreational,Moderate Risk,0.5442253521126761,1.295774647887324,0 hr 33 min,1 hr 18 min
14,Male,3.78,Smartphone,True,0.49,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2430872483221476,2.5369127516778525,1 hr 15 min,2 hr 32 min
17,Male,4.54,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.074351145038168,3.465648854961832,1 hr 4 min,3 hr 28 min
11,Male,4.88,Laptop,True,0.43,"Poor Sleep, Anxiety",Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4674125874125874,3.4125874125874125,1 hr 28 min,3 hr 25 min
17,Male,5.39,TV,True,0.46,Obesity Risk,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6982191780821918,3.691780821917808,1 hr 42 min,3 hr 42 min
15,Male,6.38,Smartphone,True,0.48,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.069189189189189,4.3108108108108105,2 hr 4 min,4 hr 19 min
16,Female,2.06,Smartphone,False,0.46,No Health Impact,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.649041095890411,1.410958904109589,0 hr 39 min,1 hr 25 min
14,Female,3.81,Smartphone,True,0.47,No Health Impact,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2181632653061225,2.5918367346938775,1 hr 13 min,2 hr 36 min
12,Male,4.97,Tablet,True,0.41,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.445177304964539,3.5248226950354606,1 hr 27 min,3 hr 31 min
15,Female,6.99,Smartphone,True,0.3,"Poor Sleep, Eye Strain",Rural,Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.613076923076923,5.376923076923077,1 hr 37 min,5 hr 23 min
11,Female,6.62,Laptop,True,0.48,Poor Sleep,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.147027027027027,4.472972972972974,2 hr 9 min,4 hr 28 min
9,Female,2.99,Tablet,True,0.57,No Health Impact,Rural,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,1.0855414012738853,1.904458598726115,1 hr 5 min,1 hr 54 min
18,Female,1.79,Smartphone,False,0.43,No Health Impact,Urban,Senior Teen,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.5382517482517483,1.2517482517482517,0 hr 32 min,1 hr 15 min
13,Female,3.56,Smartphone,True,0.49,"Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.170738255033557,2.389261744966443,1 hr 10 min,2 hr 23 min
16,Male,5.61,Laptop,True,0.34,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4234328358208956,4.186567164179104,1 hr 25 min,4 hr 11 min
8,Female,2.07,TV,True,0.49,No Health Impact,Urban,Child,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.680738255033557,1.3892617449664428,0 hr 41 min,1 hr 23 min
18,Male,2.44,TV,False,0.41,No Health Impact,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7095035460992908,1.730496453900709,0 hr 43 min,1 hr 44 min
17,Female,2.5,Tablet,False,0.38,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6884057971014493,1.8115942028985508,0 hr 41 min,1 hr 49 min
14,Female,5.31,Tablet,True,0.34,"Poor Sleep, Obesity Risk",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3473134328358207,3.962686567164179,1 hr 21 min,3 hr 58 min
17,Female,4.76,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.407887323943662,3.352112676056338,1 hr 24 min,3 hr 21 min
16,Male,3.58,Smartphone,True,0.32,Eye Strain,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8678787878787878,2.7121212121212124,0 hr 52 min,2 hr 43 min
17,Male,4.57,Smartphone,True,0.3,"Poor Sleep, Anxiety",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.0546153846153845,3.5153846153846158,1 hr 3 min,3 hr 31 min
16,Female,6.25,Smartphone,True,0.49,Poor Sleep,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.0553691275167787,4.194630872483222,2 hr 3 min,4 hr 12 min
17,Female,7.92,Smartphone,True,0.34,"Poor Sleep, Obesity Risk",Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,2.00955223880597,5.91044776119403,2 hr 1 min,5 hr 55 min
18,Female,4.77,Laptop,True,0.42,"Eye Strain, Anxiety, Obesity Risk",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.410845070422535,3.3591549295774645,1 hr 25 min,3 hr 22 min
10,Female,6.5,Tablet,True,0.59,No Health Impact,Rural,Pre-Teen,Portable,Very High,weekend,Balanced,Moderate Risk,2.411949685534591,4.088050314465409,2 hr 25 min,4 hr 5 min
18,Male,5.25,Tablet,True,0.48,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.7027027027027026,3.5472972972972974,1 hr 42 min,3 hr 33 min
12,Male,3.77,Tablet,True,0.41,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.096241134751773,2.673758865248227,1 hr 6 min,2 hr 40 min
15,Female,5.6,Laptop,True,0.39,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.5712230215827334,4.028776978417266,1 hr 34 min,4 hr 2 min
